,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
175,CHEMBL205059,0.9,nM,Fc1ccc(Nc2ncnc3cnc(NC(=O)C#CCC[NH+]4CCCCC4)cc23)cc1Cl,9.045757491,452.1527652,6,2,4.3788,TRUE
176,CHEMBL3759369,0.9,nM,C[C@@H](Nc1ncnc2sc(cc12)-c1cccc(c1)C(=O)NCC[NH+](C)C)c1ccccc1,9.045757491,445.1936315,6,2,4.8228,TRUE
177,CHEMBL3622664,0.9,nM,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\C[NH2+]C1CC1,9.045757491,455.1524309,6,3,4.8113,TRUE
178,CHEMBL53690,0.91,nM,FC(F)(F)c1cccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)c1,9.040958608,358.1041457,4,2,4.5167,TRUE
179,CHEMBL338114,0.91,nM,Brc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1,9.040958608,409.0650556,6,3,3.9086,TRUE
180,CHEMBL126372,0.92,nM,OCC(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,9.036212173,389.0487369,7,4,2.296,TRUE
181,CHEMBL165630,0.93,nM,OCC[NH+](CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.031517051,446.1065861,8,4,2.2294,TRUE
182,CHEMBL189779,0.94,nM,C[NH+](C)C\C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(I)c3)c2c1,9.026872146,473.0712583,5,2,4.0343,TRUE
183,CHEMBL31816,0.95,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2nc1NC(=O)C=C,9.022276395,373.0741806,6,2,3.694,TRUE
184,CHEMBL328106,0.96,nM,COc1cc2ncnc(Nc3ccc(Br)cc3)c2cc1OC,9.017728767,359.0269388,5,1,4.1531,TRUE
185,CHEMBL31570,0.97,nM,COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2nc1NC(=O)C=C,9.013228266,417.1003953,7,2,3.7106,TRUE
186,CHEMBL3655342,1,nM,CN(C)C(=O)N1CCN(CC1)C\C=C\C(=O)N1CCc2c(C1)sc1ncnc(Nc3ccc(F)c(Cl)c3)c21,9,557.1776001,7,1,3.9675,TRUE
188,CHEMBL121954,1,nM,Oc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,9,352.0839367,6,4,4.1991,TRUE
189,CHEMBL3678946,1,nM,CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(cc3)C(=O)NC3CC[NH+](C)CC3)nc12,9,484.2699076,8,3,4.7184,TRUE
190,CHEMBL3741490,1,nM,COCCOc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1OCCO,9,379.1532062,7,2,2.751,TRUE
193,CHEMBL3655350,1,nM,CC(C)C(C)C\C=C\C(=O)N1CCc2c(C1)sc1ncnc(Nc3cc(O)cc(Cl)c3)c21,9,470.1543248,6,2,5.917,TRUE
194,CHEMBL3655340,1,nM,C[NH+]1CCC[C@H]1\C=C\C(=O)N1CCc2c(C1)sc1ncnc(Nc3ccc(F)c(Cl)c3)c21,9,471.1295873,6,1,4.7625,TRUE
195,CHEMBL3655341,1,nM,COCC[NH+](CCOC)C\C=C\C(=O)N1CCc2c(C1)sc1ncnc(Nc3ccc(F)c(Cl)c3)c21,9,533.1663667,8,1,4.2631,TRUE
196,CHEMBL3674150,1,nM,CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(cc3F)C(=O)NN3CCN(C)CC3)nc12,9,503.2557348,9,3,3.9257,TRUE
198,CHEMBL153573,1,nM,Nc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1F,9,387.9793576,5,2,5.0719,TRUE
199,CHEMBL3655347,1,nM,CC(C)[NH+](C)C\C=C\C(=O)N1CCc2c(C1)oc1ncnc(Nc3ccc(F)c(Cl)c3)c21,9,457.1680809,6,1,4.54,TRUE
200,CHEMBL271705,1,nM,Clc1cc(Nc2ncnc3[n-]nc(OCC[NH+]4CCOCC4)c23)ccc1OCc1ccccn1,9,481.1629153,9,2,3.4349,TRUE
201,CHEMBL3416592,1,nM,COc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2s1,9,377.1197978,6,2,4.5124,TRUE
202,CHEMBL4126630,1,nM,CC(C)N1C(=O)N(c2cccc(NC(=O)C=C)c2)c2nc(Nc3ccc(N4CC[NH+](C)CC4)c(C)c3)ncc2C1=O,9,554.2753869,10,2,3.45162,TRUE
203,CHEMBL3655338,1,nM,CC(C)(CN1CCOCC1)[NH2+]C\C=C\C(=O)N1CCc2c(C1)sc1ncnc(Nc3ccc(F)c(Cl)c3)c21,9,558.1980012,8,2,4.3687,TRUE
204,CHEMBL415738,1,nM,Cc1cccc(Nc2cc(NCCO)ncn2)c1,9,244.1324111,5,3,1.93282,TRUE
205,CHEMBL310853,1,nM,N(c1ccc2[nH]ccc2c1)c1ccnc2cc(sc12)-c1cccs1,9,347.0550894,4,2,6.2497,TRUE
207,CHEMBL431977,1,nM,NC(=O)C1CC[NH+](CC1)Cc1ccc(cc1)-c1cc2nccc(Nc3ccc4[nH]ccc4c3)c2s1,9,481.1936315,5,3,5.8855,TRUE
208,CHEMBL76751,1,nM,N(c1ccc2[nH]ccc2c1)c1ncnc2cc(sc12)-c1cccs1,9,348.0503384,5,2,5.6447,TRUE
209,CHEMBL308498,1,nM,CC(C)(CO)[NH2+]Cc1ccc(cc1)-c1cc2ncnc(Nc3ccc4[nH]ccc4c3)c2s1,9,443.1779814,6,4,5.4437,TRUE
211,CHEMBL165574,1,nM,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)cc23)c1,9,442.1116715,7,2,3.6651,TRUE
212,CHEMBL30432,1,nM,CN(C)c1cc2c(Nc3ccc4n(Cc5ccccc5)ncc4c3)ncnc2cn1,9,395.1858437,7,1,4.2324,TRUE
213,CHEMBL4095447,1,nM,Nc1ncnc2n(nc(-c3cccc4ccccc34)c12)[C@@H]1CCCN(C1)C(=O)C=C,9,398.1855093,6,1,3.5782,TRUE
215,CHEMBL3655336,1,nM,Fc1ccc(Nc2ncnc3sc4CN(CCc4c23)C(=O)\C=C\C[NH+]2CCCOCC2)cc1Cl,9,501.1401519,7,1,4.3906,TRUE
216,CHEMBL312753,1,nM,OCc1ccc(cc1)-c1cc2ncnc(Nc3ccc4[nH]ccc4c3)c2s1,9,372.1044821,5,3,5.0755,TRUE
218,CHEMBL213007,1,nM,COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC1CCN(CC1)S(C)(=O)=O,9,480.1034321,7,1,3.9773,TRUE
219,CHEMBL4090601,1,nM,Nc1ncnc2n(nc(-c3ccc4ccccc4c3)c12)[C@@H]1CCCN(C1)C(=O)C=C,9,398.1855093,6,1,3.5782,TRUE
220,CHEMBL79215,1,nM,C(CN(c1cc2ncnc(Nc3ccc4[nH]ccc4c3)c2s1)n1cccc1)Nc1ccccc1,9,465.1735647,7,3,6.0995,TRUE
221,CHEMBL2031296,1.01,nM,CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.995678626,356.0272731,4,2,4.0943,TRUE
222,CHEMBL1204305,1.05,nM,COc1cc2ncnc(Nc3cccc(I)c3)c2cc1OC,8.978810701,442.9897524,5,1,4.417,TRUE
223,CHEMBL3814956,1.06,nM,Fc1ccc(Nc2ncnc3ccc(NC(=O)NCC[NH+]4CCCCC4)cc23)cc1Cl,8.974694135,442.1684153,5,3,4.7733,TRUE
224,CHEMBL3818547,1.06,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)[C@@H]1COC(=O)N1,8.974694135,431.0796599,7,3,3.2214,TRUE
225,CHEMBL2437469,1.07,nM,COc1cc(ccc1Nc1ncc2N=CC(=O)N(c3cccc(NC(=O)C=C)c3)c2n1)N1CC[NH+](C)CC1,8.970616222,512.2284368,10,2,2.8042,TRUE
226,CHEMBL3355879,1.08,nM,COc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCCn1ccnc1N(=O)=O,8.966576245,444.1546031,9,1,3.9371,TRUE
227,CHEMBL4099329,1.1,nM,COc1ccc(cc1)N(C)c1nc(N)nc2c(Cc3ccccc3)c[nH]c12,8.958607315,359.1746103,5,2,3.9074,TRUE
228,CHEMBL4209019,1.1,nM,C[NH+](C)C1CCN(CC1)c1ccc(Nc2cc3c(nc(Nc4ccc(F)cc4)nc3cn2)N2CCC(CO)CC2)nc1,8.958607315,571.3183351,10,3,4.7852,TRUE
229,CHEMBL3960853,1.1,nM,C[C@@H](Nc1ncnc2oc(cc12)-c1ccc(NCCN2CCOCC2)cc1)c1ccccc1,8.958607315,443.2321252,7,2,4.807,TRUE
231,CHEMBL3970231,1.1,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3F)c2cc1OC1CCN(CC1)C(=O)C=C,8.958607315,474.1270247,6,1,4.8694,TRUE
232,CHEMBL165788,1.1,nM,CNc1cc2c(Nc3cccc(c3)C(F)(F)F)ncnc2cn1,8.958607315,319.10448,5,2,3.8289,TRUE
233,CHEMBL264382,1.1,nM,Cc1cc([nH]c1\C=C1/C(=O)Nc2ncnc(Nc3ccc4n(Cc5ccccc5)ccc4c3)c12)C(=O)NCCN1CCOCC1,8.958607315,602.2753869,8,4,4.41442,TRUE
234,CHEMBL437890,1.1,nM,C[NH+]1CCN(CCC#CC(=O)Nc2cc3c(Nc4ccc(F)c(Br)c4)ncnc3cn2)CC1,8.958607315,511.1131487,7,2,3.2494,TRUE
235,CHEMBL162034,1.1,nM,C[NH+](C)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.958607315,386.0854567,6,2,3.5044,TRUE
236,CHEMBL358934,1.1,nM,CNc1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,8.958607315,430.0462943,6,3,5.3909,TRUE
237,CHEMBL4206716,1.1,nM,C[NH+]1CCN(CC1)c1ccc(Nc2cc3c(nc(Nc4ccccc4)nc3cn2)N2CCCCC2)nc1,8.958607315,495.2858921,9,2,4.6491,TRUE
238,CHEMBL3655337,1.1,nM,Fc1ccc(Nc2ncnc3sc4CN(CCc4c23)C(=O)\C=C\C[NH+]2C3CCC2CC3)cc1Cl,8.958607315,497.1452373,6,1,5.2951,TRUE
239,CHEMBL296168,1.1,nM,Brc1cccc(Nc2ncnc3ccc(NC(=O)C=C)nc23)c1,8.958607315,369.0225221,5,2,3.6554,TRUE
240,CHEMBL3663925,1.1,nM,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(CC3)[NH+]3CCN(C)CC3)c(C)c2)nc1C1CCN(CC1)C(=O)C=C,8.958607315,574.3743727,8,2,3.29812,TRUE
242,CHEMBL3663926,1.1,nM,C[NH+]1CCN(CC1)c1ccc(Nc2nc(Oc3cccc(NC(=O)C=C)c3)cnc2C(N)=O)cc1,8.958607315,473.2175377,8,3,2.9877,TRUE
243,CHEMBL2032376,1.16,nM,COc1cc(ccc1Nc1ncc2CN(C)C(=O)N(c3cccc(NC(=O)C=C)c3)c2n1)N1CC[NH+](C)CC1,8.935542011,528.2597369,8,2,3.8086,TRUE
245,CHEMBL3663934,1.2,nM,CCC(=O)N1CC[C@H](C1)Oc1nc(Nc2ccc(cc2)N2CC[NH+](C)CC2)c(nc1CC)C(N)=O,8.920818754,481.280138,8,2,2.023,TRUE
246,CHEMBL166358,1.2,nM,C[NH+](C)CCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.920818754,400.1011068,6,2,3.8945,TRUE
247,CHEMBL69358,1.2,nM,CC[NH+](CC)CCNC(=O)c1cc(C)c([nH]1)\C=C1/C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c12,8.920818754,511.189879,6,4,4.21352,TRUE
248,CHEMBL3663927,1.2,nM,CCc1nc(C(N)=O)c(Nc2ccc(OC)c(c2)N2CC[NH+](C)CC2)nc1Oc1cccc(NC(=O)C=C)c1,8.920818754,531.2594025,9,3,3.5587,TRUE
249,CHEMBL3622639,1.2,nM,COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\C[NH+](C)C,8.920818754,473.1629956,7,2,4.2474,TRUE
250,CHEMBL153206,1.2,nM,COc1ccc2[nH]c3ncnc(Nc4cccc(Br)c4)c3c2c1,8.920818754,368.0272731,4,2,4.6258,TRUE
251,CHEMBL3663923,1.2,nM,CCc1nc(C(N)=O)c(Nc2ccc(cc2)N2CC[NH+](C)CC2)nc1Oc1cccc(NC(=O)C=C)c1C,8.920818754,515.2644879,8,3,3.85852,TRUE
252,CHEMBL162223,1.2,nM,Brc1cccc(Nc2ncnc3cnc(NCCc4ccccn4)cc23)c1,8.920818754,420.0698066,6,2,4.5805,TRUE
253,CHEMBL53665,1.2,nM,Fc1ccc(Nc2ncnc3ccc(NC(=O)C=C)nc23)cc1Br,8.920818754,387.0131003,5,2,3.7945,TRUE
254,CHEMBL4288246,1.2,nM,COc1cc(N(C)CCN2CCOCC2)c(NC(=O)C=C=C)cc1Nc1nccc(n1)-c1cn(C)c2ccccc12,8.920818754,553.280138,9,2,4.4355,TRUE
255,CHEMBL3663936,1.2,nM,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(CC3)[NH+]3CCN(C)CC3)c(C)c2)nc1O[C@@H]1CCCN(C1)C(=O)C=C,8.920818754,590.3692873,9,2,2.96192,TRUE
256,CHEMBL3622645,1.2,nM,C[NH+](C)C\C=C\C(=O)Nc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1O[C@H]1CCOC1,8.920818754,457.2113897,7,2,3.5787,TRUE
257,CHEMBL3622632,1.2,nM,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1NC(=O)\C=C\C[NH+](C)C,8.920818754,445.2113897,7,2,3.4362,TRUE
258,CHEMBL127058,1.2,nM,OCC[NH+](CCO)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.920818754,460.1222361,8,4,2.6195,TRUE
259,CHEMBL4091276,1.2,nM,COc1cc(ccc1Nc1ncc2C(C)=CC(=O)N(c3cccc(NC(=O)C=C)c3)c2n1)N1CC[NH+](C)C(C)C1,8.920818754,539.2644879,9,2,4.10612,TRUE
260,CHEMBL598007,1.24,nM,Brc1cccc(Nc2ncnc3ccc(NC(=O)[C@@H]4O[C@H]4C[NH+]4CCCCC4)cc23)c1,8.906578315,481.1113371,6,2,4.3277,TRUE
261,CHEMBL153525,1.24,nM,Brc1cccc(Nc2ncnc3ccc4cc[nH]c4c23)c1,8.906578315,338.0167085,3,2,4.6172,TRUE
262,CHEMBL2441568,1.29,nM,Fc1ccc(Nc2ncnc3cc4OCCNc4cc23)cc1Cl,8.88941029,330.0683669,5,2,3.9702,TRUE
263,CHEMBL161895,1.3,nM,Cc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)cc23)c1,8.886056648,345.1701936,6,3,3.45452,TRUE
264,CHEMBL3545154,1.3,nM,COc1cc2ncnc(Nc3ccc(Cl)c(Cl)c3F)c2cc1OC1CCN(CC1)C(=O)C=C,8.886056648,490.0974741,6,1,5.3837,TRUE
265,CHEMBL3752363,1.3,nM,COc1cc(ccc1Nc1ncc2C=C(C)C(=O)N(c3cccc(NC(=O)C=C)c3)c2n1)N1CC[NH+](C)CC1,8.886056648,525.2488379,9,2,3.71762,TRUE
266,CHEMBL3663930,1.3,nM,CC(C)c1nc(C(N)=O)c(Nc2cnn(c2)C2CC[NH+](C)CC2)nc1Oc1cccc(NC(=O)C=C)c1,8.886056648,504.2597369,9,3,3.8225,TRUE
267,CHEMBL3916927,1.3,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC1CN(C1)C(=O)C=C,8.886056648,428.1051463,6,1,3.9501,TRUE
268,CHEMBL3663921,1.3,nM,CCc1nc(C(N)=O)c(Nc2ccc(cc2)N2CC[NH+](C)CC2)nc1Oc1cccc(NC(=O)C=C)c1,8.886056648,501.2488379,8,3,3.5501,TRUE
270,CHEMBL3663933,1.3,nM,CCc1nc(C(N)=O)c(Nc2ccc(cc2)N2CCC(CC2)[NH+]2CCN(C)CC2)nc1C1CCN(CC1)C(=O)C=C,8.886056648,560.3587226,8,2,2.9897,TRUE
271,CHEMBL203661,1.3,nM,Fc1ccc(Nc2ncnc3cnc(NC(=O)C#CCCN4CCOCC4)cc23)cc1Cl,8.886056648,454.1320298,7,2,3.2251,TRUE
272,CHEMBL3663935,1.3,nM,CCc1nc(C(N)=O)c(Nc2ccc(cc2)N2CCC(CC2)[NH+]2CCN(C)CC2)nc1O[C@@H]1CCCN(C1)C(=O)C=C,8.886056648,576.3536373,9,2,2.6535,TRUE
273,CHEMBL176891,1.32,nM,C[NH+](C)CCn1cnc2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.879426069,410.0854567,6,1,4.0472,TRUE
275,CHEMBL3972316,1.39,nM,Cc1cccc2nc(NC(=O)c3cccc(c3)C(F)(F)F)n([C@@H]3CCCCN(C3)C(=O)C=C)c12,8.8569852,470.1929607,4,1,5.35542,TRUE
276,CHEMBL4286318,1.4,nM,COc1cc(N(C)CC[NH+](C)C)c(NC(=O)C=C=C)cc1Nc1nccc(n1)-c1cn(C)c2ccccc12,8.853871964,511.2695733,8,2,4.6649,TRUE
277,CHEMBL3663922,1.4,nM,CCc1nc(C(N)=O)c(Nc2ccc(cc2)N2CC[NH+](C)CC2)nc1Oc1cccc(NC(=O)\C=C\C[NH+](C)C)c1,8.853871964,558.3066871,9,3,3.4819,TRUE
278,CHEMBL3663928,1.4,nM,CC[NH+]1CCN(CC1)c1ccc(Nc2nc(Oc3cccc(NC(=O)C=C)c3)c(CC)nc2C(N)=O)cc1,8.853871964,515.2644879,8,3,3.9402,TRUE
279,CHEMBL127082,1.4,nM,CNc1cc2ncnc(Nc3cccc(C)c3)c2cn1,8.853871964,265.1327455,5,2,3.11852,TRUE
280,CHEMBL202411,1.4,nM,OCC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,8.853871964,370.0632815,5,3,3.1001,TRUE
281,CHEMBL128467,1.4,nM,[O-]S(=O)(=O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.853871964,423.0000724,7,3,2.8306,TRUE
282,CHEMBL2138625,1.4,nM,C[NH+]1CCN(CC1)C(C)(C)C#Cc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,8.853871964,506.1997154,6,2,4.6679,TRUE
283,CHEMBL4086000,1.4,nM,C[NH+]1CCN(CC1)c1ccc(Nc2ncc3C(C)=CC(=O)N(c4cccc(NC(=O)C=C)c4)c3n2)cn1,8.853871964,496.2335221,9,2,3.10402,TRUE
284,CHEMBL3929060,1.4,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3F)c2cc1O[C@H]1CCN([C@@H](C1)C(N)=O)C(=O)C=C,8.853871964,517.1328383,7,2,3.7233,TRUE
285,CHEMBL3655344,1.4,nM,CC(C)[NH+](C)C\C=C\C(=O)N1Cc2sc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3c2C1,8.853871964,475.1000367,6,1,5.4803,TRUE
286,CHEMBL1916891,1.4,nM,CN(C(=O)\C=C\C[NH+](C)C)c1cc2c(cc1F)nc(Nc1ccccc1C)c1cncn21,8.853871964,432.2073876,6,1,4.15422,TRUE
288,CHEMBL3932784,1.4,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3F)c2cc1O[C@H]1CCN([C@@H](C1)C(=O)NCCSC)C(=O)C=C,8.853871964,591.1518595,8,2,4.7172,TRUE
290,CHEMBL3814320,1.43,nM,Brc1cccc(Nc2ncnc3ccc(NC(=O)NCCN4CCOCC4)cc23)c1,8.844663963,470.1065861,6,3,3.5896,TRUE
292,CHEMBL2031306,1.46,nM,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,8.835647144,410.0945817,5,2,5.16578,TRUE
293,CHEMBL2032380,1.47,nM,COc1cc(ccc1Nc1ncc2CN(C)C(=O)N(c3cccc(NC(=O)C=C)c3)c2n1)N1CCC[NH+](C)CC1,8.832682665,542.2753869,8,2,4.1987,TRUE
294,CHEMBL3759359,1.5,nM,COc1c(CO)cccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,8.823908741,391.1354479,6,2,5.0323,TRUE
295,CHEMBL3663924,1.5,nM,CC(C)c1nc(C(N)=O)c(Nc2ccc(cc2)N2CC[NH+](C)CC2)nc1Oc1cccc(NC(=O)C=C)c1,8.823908741,515.2644879,8,3,4.1111,TRUE
296,CHEMBL3663937,1.5,nM,CCc1nc(C(N)=O)c(Nc2ccc(cc2)N2CC[NH+](C)CC2)nc1Oc1cc(NC(=O)C=C)ccc1F,8.823908741,519.239416,8,3,3.6892,TRUE
298,CHEMBL338175,1.5,nM,[O-]C(=O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.823908741,373.0174367,6,3,3.0274,TRUE
299,CHEMBL165508,1.5,nM,Brc1cccc(Nc2ncnc3cnc(NCc4cccnc4)cc23)c1,8.823908741,406.0541566,6,2,4.538,TRUE
300,CHEMBL204638,1.5,nM,Fc1ccc(Nc2ncnc3cnc(NC(=O)C#CCCN4CCOCC4)cc23)cc1Br,8.823908741,498.0815142,7,2,3.3342,TRUE
301,CHEMBL3919609,1.5,nM,C[C@@H](Nc1ncnc2oc(cc12)-c1ccc(O)cc1)c1ccccc1,8.823908741,331.1320768,5,2,4.7685,TRUE
302,CHEMBL3759480,1.5,nM,COc1cc(ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2s1)C(N)=O,8.823908741,420.1256115,7,3,3.6113,TRUE
303,CHEMBL31656,1.5,nM,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)nc23)cc1Cl,8.823908741,486.1582445,8,2,3.7865,TRUE
304,CHEMBL27688,1.5,nM,Cc1cccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)c1,8.823908741,447.2270398,7,2,3.90742,TRUE
305,CHEMBL165731,1.5,nM,Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,8.823908741,364.2011594,7,2,2.82092,TRUE
306,CHEMBL3939913,1.51,nM,C[NH+](C)C\C=C\C(=O)N1CCCC[C@H](C1)n1c(NC(=O)c2ccnc(c2)C(F)(F)F)nc2cccc(C)c12,8.821023053,528.2460589,6,1,4.68222,TRUE
307,CHEMBL4071827,1.52,nM,OCCCc1nc(-c2ccc(F)cc2)c([nH]1)-c1ccnc2[nH]cc(-c3cccc(NC(=O)C=C)c3)c12,8.818156412,481.1914032,4,4,5.4755,TRUE
309,CHEMBL202360,1.6,nM,Brc1cccc(Nc2ncnc3ccc(NC(=O)C#C)cc23)c1,8.795880017,366.0116231,4,2,3.7076,TRUE
310,CHEMBL4085842,1.6,nM,COc1cc(N(C)CC[NH+](C)C)c(NC(=O)C=C)cc1Nc1cc(ncn1)-c1cn(C)c2ccccc12,8.795880017,499.2695733,8,2,4.5098,TRUE
312,CHEMBL3898690,1.6,nM,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC1CN(C1)C(=O)C=C,8.795880017,410.1145681,6,1,3.811,TRUE
314,CHEMBL416611,1.6,nM,OCC(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,8.795880017,412.0534879,6,3,3.4438,TRUE
316,CHEMBL53637,1.6,nM,Clc1cccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)c1,8.795880017,324.0777887,4,2,4.1513,TRUE
317,CHEMBL297968,1.6,nM,Cc1cccc(Nc2ncnc3cc(NC(=O)C=C)ccc23)c1,8.795880017,304.1324111,4,2,3.80632,TRUE
318,CHEMBL516979,1.66,nM,COC[C@H]1Oc2cc3ncnc(Nc4cccc(I)c4)c3cc2O[C@@H]1COC,8.779891912,493.0498541,7,1,3.7792,TRUE
320,CHEMBL3663932,1.7,nM,CCc1nc(C(N)=O)c(Nc2ccc(cc2)N2CC[NH+](C)[C@H](C)C2)nc1Oc1cccc(NC(=O)C=C)c1,8.769551079,515.2644879,8,3,3.9386,TRUE
321,CHEMBL32079,1.7,nM,OCCCCOCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,8.769551079,474.1470111,7,3,4.4583,TRUE
322,CHEMBL1089524,1.7,nM,C[NH+](C)CCCC(=O)Nc1ccc2nccc(Nc3cccc(Br)c3)c2c1,8.769551079,426.1055235,4,2,5.0212,TRUE
323,CHEMBL32844,1.7,nM,C[NH+]1CCN(CCCOc2cc3ncnc(Nc4cccc(Br)c4)c3cc2NC(=O)C=C)CC1,8.769551079,524.1535363,7,2,4.2767,TRUE
324,CHEMBL173498,1.7,nM,Brc1cccc(Nc2ncnc3cc4nccnc4cc23)c1,8.769551079,351.0119574,5,1,4.0791,TRUE
325,CHEMBL4126810,1.7,nM,C[NH+]1CCN(CC1)c1ccc(Nc2cc3c(N[C@H]4CCC[NH+](C)C4)nc(Nc4ccccc4)nc3cn2)nc1,8.769551079,524.3124412,10,3,4.1649,TRUE
326,CHEMBL162981,1.7,nM,Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)cc23)c1,8.769551079,423.0807057,7,2,4.2296,TRUE
327,CHEMBL203645,1.7,nM,CCCC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,8.769551079,383.094916,5,2,4.3029,TRUE
328,CHEMBL204085,1.7,nM,Fc1ccc(Nc2ncnc3ccc(NC(=O)C#CCCN4CCOCC4)cc23)cc1Cl,8.769551079,453.1367808,6,2,3.8301,TRUE
329,CHEMBL166255,1.7,nM,C[NH+](CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.769551079,416.0960214,7,3,2.8669,TRUE
330,CHEMBL4086056,1.79,nM,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCC[NH+]1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,8.747146969,522.1681405,10,5,1.7026,TRUE
331,CHEMBL3663931,1.8,nM,CCc1nc(C(N)=O)c(Nc2ccc(cc2)N2CC[NH+](C)[C@@H](C)C2)nc1Oc1cccc(NC(=O)C=C)c1,8.744727495,515.2644879,8,3,3.9386,TRUE
332,CHEMBL67003,1.8,nM,Cc1cc([nH]c1\C=C1/C(=O)Nc2ncnc(Nc3ccc4n(Cc5ccccc5)ncc4c3)c12)C(=O)N1CCOCC1,8.744727495,560.2284368,8,3,4.21982,TRUE
333,CHEMBL4078120,1.8,nM,COc1cc(ccc1Nc1ncc2C(C)=CC(=O)N(c3cc(C)cc(NC(=O)C=C)c3)c2n1)N1CC[NH+](C)CC1,8.744727495,539.2644879,9,2,4.02604,TRUE
334,CHEMBL4064475,1.8,nM,C[NH+]1CCC(CC1)n1cc(Nc2ncc3C(C)=CC(=O)N(c4cccc(NC(=O)C=C)c4)c3n2)cn1,8.744727495,484.2335221,9,2,3.42042,TRUE
335,CHEMBL4095439,1.8,nM,COc1cc(ccc1Nc1ncc2C(C)=CC(=O)N(c3cc(Br)cc(NC(=O)C=C)c3)c2n1)N1CC[NH+](C)CC1,8.744727495,603.1593499,9,2,4.48012,TRUE
336,CHEMBL356850,1.8,nM,Brc1cccc(Nc2ncnc3c4ccccc4sc23)c1,8.744727495,354.9778804,4,1,5.3506,TRUE
